0,4.572421e-05
1,3.340650e-05
2,1.908527e-05
3,5.519599e-06
4,-2.751740e-06
5,-1.198041e-06
6,1.192628e-05
7,3.414460e-05
8,5.914152e-05
9,7.877178e-05
10,8.654485e-05
11,8.071505e-05
12,6.530465e-05
13,4.815667e-05
14,3.775189e-05
15,3.874093e-05
16,4.935590e-05
17,6.210632e-05
18,6.752744e-05
19,5.899814e-05
20,3.669515e-05
21,7.957088e-06
22,-1.575817e-05
23,-2.365811e-05
24,-1.056205e-05
25,2.123632e-05
26,6.319767e-05
27,1.037219e-04
28,1.320454e-04
29,1.412477e-04
30,1.295956e-04
31,1.003976e-04
32,6.101112e-05
33,2.126346e-05
34,-8.743626e-06
35,-2.150985e-05
36,-1.425391e-05
37,9.970586e-06
38,4.286129e-05
39,7.427095e-05
40,9.547777e-05
41,1.020325e-04
42,9.468484e-05
43,7.766502e-05
44,5.597763e-05
45,3.334168e-05
46,1.138658e-05
47,-9.950645e-06
48,-3.154934e-05
49,-5.381048e-05
50,-7.700575e-05
51,-1.017816e-04
52,-1.306211e-04
53,-1.652453e-04
54,-2.074398e-04
55,-2.579928e-04
56,-3.201241e-04
57,-3.922740e-04
58,-4.718548e-04
59,-5.523747e-04
60,-6.332744e-04
61,-6.854530e-04
62,-6.701604e-04
63,-5.504488e-04
64,-3.357352e-04
65,-8.303758e-06
66,4.030389e-04
67,7.886405e-04
68,9.478412e-04
69,8.216886e-04
70,4.080966e-04
71,-2.811705e-04
72,-1.199099e-03
73,-2.156493e-03
74,-3.079069e-03
75,-4.184807e-03
76,-5.935346e-03
77,-8.933566e-03
78,-1.389120e-02
79,-2.157625e-02
80,-3.268917e-02
81,-4.801780e-02
82,-6.878245e-02
83,-9.704218e-02
84,-1.357766e-01
85,-1.886341e-01
86,-2.590879e-01
87,-3.490297e-01
88,-4.573628e-01
89,-5.789115e-01
90,-7.043533e-01
91,-8.210672e-01
92,-9.159143e-01
93,-9.777129e-01
94,-9.999648e-01
95,-9.819654e-01
96,-9.297558e-01
97,-8.538174e-01
98,-7.667659e-01
99,-6.802702e-01
100,-6.033982e-01
101,-5.407811e-01
102,-4.929274e-01
103,-4.570585e-01
104,-4.289977e-01
105,-4.042566e-01
106,-3.792114e-01
107,-3.515316e-01
108,-3.204213e-01
109,-2.862172e-01
110,-2.501240e-01
111,-2.139309e-01
112,-1.797474e-01
113,-1.496363e-01
114,-1.253058e-01
115,-1.077397e-01
116,-9.692842e-02
117,-9.191281e-02
118,-9.101156e-02
119,-9.203855e-02
120,-9.282102e-02
121,-9.173548e-02
122,-8.803012e-02
123,-8.174525e-02
124,-7.369476e-02
125,-6.520222e-02
126,-5.774534e-02
127,-5.245010e-02
128,-4.989947e-02
129,-5.000850e-02
130,-5.211836e-02
131,-5.510157e-02
132,-5.777014e-02
133,-5.917191e-02
134,-5.883897e-02
135,-5.680222e-02
136,-5.358750e-02
137,-4.999887e-02
138,-4.686747e-02
139,-4.478301e-02
140,-4.396555e-02
141,-4.422192e-02
142,-4.503318e-02
143,-4.571730e-02
144,-4.564640e-02
145,-4.441835e-02
146,-4.195772e-02
147,-3.851157e-02
148,-3.457941e-02
149,-3.076491e-02
150,-2.762288e-02
151,-2.552356e-02
152,-2.458942e-02
153,-2.468930e-02
154,-2.549498e-02
155,-2.657549e-02
156,-2.751396e-02
157,-2.799992e-02
158,-2.788486e-02
159,-2.719539e-02
160,-2.610772e-02
161,-2.488327e-02
162,-2.378822e-02
163,-2.302220e-02
164,-2.267014e-02
165,-2.268563e-02
166,-2.290409e-02
167,-2.309266e-02
168,-2.301596e-02
169,-2.250254e-02
170,-2.149229e-02
171,-2.006293e-02
172,-1.841762e-02
173,-1.683719e-02
174,-1.560666e-02
175,-1.494094e-02
176,-1.492539e-02
177,-1.549176e-02
178,-1.643256e-02
179,-1.745752e-02
180,-1.826849e-02
181,-1.863334e-02
182,-1.843804e-02
183,-1.770918e-02
184,-1.659740e-02
185,-1.533286e-02
186,-1.416275e-02
187,-1.329387e-02
188,-1.284559e-02
189,-1.282894e-02
190,-1.314706e-02
191,-1.362698e-02
192,-1.406286e-02
193,-1.426612e-02
194,-1.410832e-02
195,-1.355335e-02
196,-1.266412e-02
197,-1.158958e-02
198,-1.053064e-02
199,-9.695835e-03
200,-9.251923e-03
201,-9.282766e-03
202,-9.762965e-03
203,-1.056176e-02
204,-1.147169e-02
205,-1.225963e-02
206,-1.272863e-02
207,-1.276951e-02
208,-1.238502e-02
209,-1.167910e-02
210,-1.081750e-02
211,-9.973182e-03
212,-9.279674e-03
213,-8.807579e-03
214,-8.568070e-03
215,-8.535116e-03
216,-8.668961e-03
217,-8.927029e-03
218,-9.260791e-03
219,-9.605138e-03
220,-9.874493e-03
221,-9.976856e-03
222,-9.845541e-03
223,-9.473876e-03
224,-8.931365e-03
225,-8.352106e-03
226,-7.890408e-03
227,-7.663426e-03
228,-7.704770e-03
229,-7.950424e-03
230,-8.265867e-03
231,-8.501069e-03
232,-8.549183e-03
233,-8.383697e-03
234,-8.060066e-03
235,-7.681613e-03
236,-7.349859e-03
237,-7.122563e-03
238,-6.999564e-03
239,-6.938300e-03
240,-6.888737e-03
241,-6.826195e-03
242,-6.764950e-03
243,-6.744365e-03
244,-6.796993e-03
245,-6.916053e-03
246,-7.044995e-03
247,-7.093716e-03
248,-6.978316e-03
249,-6.664946e-03
250,-6.195176e-03
251,-5.677741e-03
252,-5.249558e-03
253,-5.021108e-03
254,-5.032296e-03
255,-5.238741e-03
256,-5.533406e-03
257,-5.794168e-03
258,-5.935289e-03
259,-5.937778e-03
260,-5.846909e-03
261,-5.741030e-03
262,-5.687335e-03
263,-5.707898e-03
264,-5.770577e-03
265,-5.808343e-03
266,-5.756168e-03
267,-5.584692e-03
268,-5.316912e-03
269,-5.019342e-03
270,-4.773250e-03
271,-4.641014e-03
272,-4.641540e-03
273,-4.745613e-03
274,-4.891658e-03
275,-5.012341e-03
276,-5.060635e-03
277,-5.025836e-03
278,-4.932555e-03
279,-4.826419e-03
280,-4.751502e-03
281,-4.730373e-03
282,-4.754064e-03
283,-4.785659e-03
284,-4.776614e-03
285,-4.688742e-03
286,-4.512269e-03
287,-4.271818e-03
288,-4.019370e-03
289,-3.813733e-03
290,-3.698585e-03
291,-3.687937e-03
292,-3.763563e-03
293,-3.887970e-03
294,-4.022136e-03
295,-4.141066e-03
296,-4.237958e-03
297,-4.318129e-03
298,-4.386154e-03
299,-4.436099e-03
300,-4.450456e-03
301,-4.408529e-03
302,-4.297278e-03
303,-4.118438e-03
304,-3.887037e-03
305,-3.621359e-03
306,-3.334065e-03
307,-3.031231e-03
308,-2.720933e-03
309,-2.428917e-03
310,-2.208527e-03
311,-2.134165e-03
312,-2.276242e-03
313,-2.666059e-03
314,-3.264943e-03
315,-3.956276e-03
316,-4.571013e-03
317,-4.939873e-03
318,-4.953076e-03
319,-4.606241e-03
320,-4.008271e-03
321,-3.347198e-03
322,-2.825082e-03
323,-2.587121e-03
324,-2.673050e-03
325,-3.010056e-03
326,-3.447718e-03
327,-3.819151e-03
328,-4.001930e-03
329,-3.953630e-03
330,-3.710072e-03
331,-3.355421e-03
332,-2.979722e-03
333,-2.648383e-03
334,-2.394287e-03
335,-2.230354e-03
336,-2.168480e-03
337,-2.228139e-03
338,-2.426197e-03
339,-2.753287e-03
340,-3.153182e-03
341,-3.523466e-03
342,-3.743088e-03
343,-3.719294e-03
344,-3.432522e-03
345,-2.954435e-03
346,-2.428762e-03
347,-2.019499e-03
348,-1.849397e-03
349,-1.957472e-03
350,-2.291830e-03
351,-2.739388e-03
352,-3.174684e-03
353,-3.503866e-03
354,-3.682137e-03
355,-3.705987e-03
356,-3.589205e-03
357,-3.343897e-03
358,-2.980758e-03
359,-2.526460e-03
360,-2.043009e-03
361,-1.630923e-03
362,-1.404435e-03
363,-1.445056e-03
364,-1.754767e-03
365,-2.235807e-03
366,-2.712880e-03
367,-2.994481e-03
368,-2.950571e-03
369,-2.571679e-03
370,-1.983096e-03
371,-1.404220e-03
372,-1.066356e-03
373,-1.122389e-03
374,-1.582677e-03
375,-2.306135e-03
376,-3.049072e-03
